㐀,キュウ おか
𫣕,へつらう
𫣵,まね
𫤘,ジ ニ ゲイ こ
𫤜,きょうだい
𫤞,ふつつか
𫤰,ヨ あたえる
𫥠,おそろしい
𫥲,たち
𫥻,じゅく
𫦈,しゅうねく
𫦤,かいち
𫦥,かいち
𫦫,かたな
𫦱,ボウ キョク コク
𫦶,じじ
𫦹,ゆめゆめ
𫦿,はためく
𫧤,バク ハク ひろめる ひろい
𫨭,せ
𫨻,タン ダン
𫩧,ガン カン ゴン ふくむ ふくめる
𫩮,なく
𫪛,もだえる
𫪤,すわ
𫫍,とらかす
𫫠,かい
𫫭,さえずる
𫫱,ずき
𫭏,かわや
𫭗,ふせ
𫭱,くら
𫮅,シン
𫮍,サイ キ さき
𫮎,あつち
𫮤,やち
𫮭,おそれ
𫮺,ほりきり
𫮾,めいしょ
𫯱,オウ おく
𫯸,あたま
𫯹,ハン ボン ヘン まがき
𫰀,こし
𫰁,はた
𫰓,むすこ
𫰚,もうす
𫰟,コウ ゴウ
𫱈,かんなぎ
𫱉,うわなり
𫱋,どれあい
𫱣,わずらう
𫱧,おどる
𫱻,なびかす
𫲧,こがね
𫲩,わかい
𫲮,ふし
𫲵,みち
𫳍,うつほ うつぼ
𫳐,サイ
𫴴,しょう
𫵗,かいがね
𫵩,わらぐつ
𫵴,たわ
𫵽,あらし
𫶙,わさび
𫶝,ガン けわしい いわ
𫶠,そぞろ
𫶧,クン
𫷊,シン つつしむ
𫷑,は
𫷒,ずきん
𫸨,ぶっちょう
𫸾,ゆんぜい
𫹓,ゆく
𫹧,けつ
𫹨,こう
𫺏,いたみうれえる
𫺔,クン
𫺗,なまじい
𫺭,おこたる
𫻃,ダ くずれる
𫻛,すずろに
𫻥,ほだし
𫻧,おさめる
𫼋,のたれ
𫼓,まら
𫼳,こぼす
𫽪,ぬる
𫽬,みずぐるま
𫾅,さばく
𫾒,むずと
𫾭,チュウ
𫾻,イ
𫿭,さい
𫿾,うれしい
𬀗,ゆがけ
𬀧,くさか
𬀬,ひこ
𬀻,リク ボク モク ムツ むつまじい
𬂃,う
𬂗,はれる
𬂛,えだなし
𬂜,ほだ
𬂟,またぎ
𬂠,くいぜ
𬂡,ひ
𬂬,かせ
𬂳,たら
𬂵,またほり
𬂶,つかばしら
𬂿,かたくみ
𬃉,うつぎ
𬃏,ゆる
𬃓,はまゆか
𬃗,つばき
𬃝,たろ
𬃢,ほばしら
𬃣,ませ
𬃪,イ
𬃰,きのかわ
𬃵,さもも
𬃶,くちなし
𬃷,ソウ なつめ
𬃺,しいし
𬃾,たも
𬄉,かしのき
𬄋,とう
𬄌,やまもも
𬄎,くまはじかみ
𬄒,すぎ
𬄕,シュウ わく
𬄖,ほや
𬄗,ますがた
𬄚,おうち
𬄟,たのひ
𬄠,なしのき
𬄥,ははそ
𬄧,しがらみ
𬄫,ひば
𬄲,ひいらぎ
𬄶,わなのき
𬄸,たら
𬄺,えつり
𬄻,もほこ
𬄼,くし
𬅅,やなぎ
𬅇,むく
𬅊,こう
𬅋,ならのき
𬅎,こしき
𬅒,うつぎ
𬅕,ウツ オチ
𬅗,うめ
𬆍,ひかえたり
𬆔,タ
𬆕,ヘン
𬆛,ドウ ノウ
𬆲,キ つよい
𬇐,でんき
𬇕,マン ひろい
𬇜,なくなく
𬈇,たり
𬈑,メイ ベイ ミョウ ベキ うみ くらい
𬈬,オン イン
𬈵,きくすい
𬉘,ふか
𬉹,セキ シャク シャ あぶる
𬉺,まつる
𬋈,ショウ ジョウ きこり きこる たきぎ
𬋎,かめ
𬋠,いいかしぐ
𬋬,かなぐる
𬌩,ぜに
𬌲,ユウ ユ ヨウ キュウ なお
𬌼,しゃぐま
𬍔,ぜい
𬍖,おん
𬍯,か
𬎤,よこべ
𬎦,さなけ
𬎨,タ ダ
𬎫,ひさご
𬎮,もたい
𬎯,なべ
𬎰,よこべ
𬎴,あいおい
𬎾,ヨウ つね
𬏈,の
𬏐,あぜ
𬏣,せん
𬏶,ははくそ
𬏼,あざ ほくろ
𬐤,はい
𬑈,おめおめ
𬑎,めでたい
𬑐,やすい
𬑖,まぼろし
𬑜,めく
𬑝,みる
𬑢,あとめ
𬑨,みる
𬑬,まぼろし
𬑽,どんぶと
𬒅,くま
𬒨,えご
𬒭,ぜんじ
𬒲,フツ ハイ フチ ヘ バイ はらう
𬒳,ヒ
𬓁,いのる
𬓄,いけにえ
𬓆,タン デン
𬓖,さか
𬓦,あらまき
𬓲,テイ
𬓳,あわ
𬓹,あらもと
𬔀,うごく
𬔎,おぼつかない
𬔏,へ
𬔨,しない
𬔬,しもと
𬔰,さし
𬔸,い
𬕁,みの
𬕋,すだれ
𬕎,ささら
𬕧,あまはこ
𬕮,きせる
𬕶,その
𬖇,くだ
𬖒,けわい
𬖣,ゆする
𬖻,かて
𬗖,だん
𬗚,ケン あや
𬗬,つがり
𬘈,こと
𬙰,かが
𬚝,ささやく
𬚩,いわくら
𬚹,ワ
𬚽,ケイ
𬛂,はばき
𬛌,たなしし
𬛓,とりびしお
𬛜,ビン ヒン あしきる
𬜋,やかた
𬜒,ハン
𬜖,うつけ
𬜗,とまぶね
𬜣,いそ
𬜩,か
𬜭,ところ
𬜮,ひげ
𬜰,かいそぐ
𬜱,いら
𬜲,ほんだわら
𬜴,たばこ
𬜷,や
𬜻,サイ スイ ズイ セ あつまる
𬜼,いぬい
𬝂,ぬた
𬝍,はこべら
𬝔,かがみうり
𬝖,しらくち
𬝝,さるかき
𬝞,なもみ
𬝥,かね
𬝦,わら
𬝩,やふく
𬝭,あさ
𬝻,くぼて
𬝿,すずほり
𬞉,かはしくさ
𬞍,からむし
𬞐,あくたれる
𬞔,なりひさご
𬞙,なたね
𬞡,つるまき
𬞦,つね
𬞸,おおい
𬞹,わら
𬞼,イ
𬟂,いぎす
𬟋,あまずら
𬟐,つきくさ
𬟒,いえあららぎ
𬟓,クン かおりぐさ かおる かおり
𬟘,スイ
𬟢,こもくさ
𬟦,かずら
𬟶,のきはむし
𬟷,こえのみ
𬟸,のみ
𬠀,しらみ
𬠂,えび
𬠉,ふん
𬠊,じ
𬠋,うむき
𬠍,もむ
𬠎,ひき
𬠒,かたつぶり
𬠘,えい
𬠙,ふな
𬠝,かき
𬠞,かわほり
𬠟,ふな
𬠤,ひる
𬠧,くらげ
𬠩,つび
𬠬,くも
𬠭,くわご
𬠮,かさむし
𬠯,あわび
𬠳,さけのはえ
𬠴,くも
𬠻,かき
𬡀,ふくむ
𬡛,ふすま
𬡥,チョウ テイ さいわい ただしい
𬡩,たもと
𬡽,みせ
𬡾,みる
𬢄,いけん
𬢆,なびく
𬢖,かい
𬢷,へつらう
𬢽,すかす
𬣄,のべる
𬣐,おもしろい やさしい
𬣕,にち
𬣖,ほれる
𬣗,せりふ
𬤲,こだま
𬥁,シュウ シュ ジュ あつまる
𬦁,べに
𬦌,エツ カツ オチ こえる こす ここに こし
𬦜,かるい
𬦦,きびす
𬦭,はねる
𬦷,ひな
𬦺,こ
𬧅,こむら
𬧓,つごう
𬧧,しつけ
𬧬,しつけ
𬧭,やつれる
𬧳,でんしゃ
𬨜,ころぶ
𬨯,は
𬩖,さても
𬪦,すずほり
𬪬,からし
𬪻,かえる
𬪿,センチアール
𬫄,かつち
𬫑,かつち
𬫖,すき
𬫗,はさみ
𬫝,ショウ
𬫠,ふくりん
𬫥,しとみがね
𬫧,たがね
𬫭,かなひかき
𬫰,あぶみ
𬫱,ほとぎ
𬫻,かなほこ
𬫾,たがに
𬬂,かぶと
𬬈,やな
𬬉,へら
𬬊,かがり
𬬗,じん
𬬢,かぬち
𬬣,ふき
𬮅,ひらく
𬮆,しなたりくぼ
𬮑,ききがき
𬮖,かん
𬮦,カン ワン ケン せき かんぬき からくり かかわる
𬯁,けち
𬯲,ひなづる
𬯳,まなづる
𬯵,ク グ キョク おそれる みる
𬯸,あられ
𬰁,サイ ザイ セイ はれる
𬰈,しぐれ
𬰦,しころ
𬰨,ゆがけ
𬰬,こはぜ
𬱋,あしもと
𬱏,がん
𬱴,つむじかぜ
𬲝,もたい
𬳯,サン そえうま そえのり
𬳰,つきげ
𬴧,ひげ
𬴬,かみのすえ
𬴽,はした
𬴾,きびしい
𬵁,あゆ
𬵂,ひうお
𬵄,すっぽん
𬵆,いなだ
𬵇,いな
𬵈,さめ
𬵊,いさざ
𬵋,うるめいわし
𬵌,ひお
𬵍,はえ
𬵏,さめ
𬵐,さけ
𬵑,にべ
𬵒,なまず
𬵔,げそ
𬵕,なまず
𬵖,ふぐ
𬵗,ぎぎ
𬵚,かつお
𬵜,とびうお
𬵝,ぎぎ
𬵞,かつお
𬵟,まごい
𬵠,かまきり
𬵡,す すばしり
𬵢,かわらごり
𬵣,ふな
𬵦,かじか
𬵧,かつお
𬵨,ほしたなご
𬵩,にべ
𬵪,さば
𬵫,はえ はや
𬵬,はぜ
𬵭,みごい
𬵯,めなだ
𬵰,めくらはぜ
𬵱,はや
𬵲,おこぜ
𬵳,いしもち
𬵴,なしもの
𬵵,きす
𬵶,いるか
𬵷,あこう
𬵹,たい
𬵺,すずき
𬵻,ふぐ
𬵽,すばしり
𬵾,やがら
𬶿,よたか
𬷄,かしどり
𬷉,とき
𬷒,かも
𬷔,つる
𬷗,うそ
𬷙,みさご
𬷝,つぐみ
𬷡,うぐいす
𬷢,いすか
𬷦,わし
𬷧,さぎ
𬷫,こうないし とど
𬷬,にわとり
𬷰,ひな
𬷱,やまがら
𬷳,さくなき
𬷵,うぐいす
𬷷,かやくき
𬷺,おおたか
𬸽,かごや
𬹵,ダ
𬺰,えだなし
𬺱,えだおろし
𬺳,バン マン
𬺵,ト ツ トウ
𬺶,カイ カツ こう
𬺸,ヘイ ヒョウ
𬺺,ヘイ ヒョウ
𬺻,シ
𬻀,ぼさつ
𬻁,コウ
𬻂,シュウ
𬻆,オ ア アン からす
𬻇,サイ
𬻈,スウ ス シュ シュウ まぐさ
𬻉,コ ク
𬻋,ぼだい
𬻎,カ よし よろこぶ よい
𬻐,ショ ところ
𬻑,スウ ス シュ シュウ まぐさ
𬻒,イ えびす
𬻕,ユウ ユ とり
𬻘,スウ ス シュ シュウ まぐさ
𬻛,キョ
𬻜,ム ブ ない
𬻝,ム ブ ない
𬻞,トウ ズ
𬻥,スイ セイ エイ ケイ ほうき
𬻵,ケン かねる
𬻷,カ タン ダン
𬻻,キョウ コウ オウ すくう ただす
𬻿,ヤ エ イ なり また
𬼀,して
𬼁,ダラー
𬼄,オンス
𬼆,しょうもん
𬼈,フウ
𬼌,ヘイ ヒョウ とる
𬼍,トウ カク ツ
𬼖,ボウ モウ うしなう ほろびる
𬼗,グレーン
𬼘,シ ここ この これ
𬼙,チョウ ジョウ きざし
𬼚,チョウ ジョウ きざす きざし
𬼜,イ ショク
𬼫,サ スイ シュウ ソウ
𬼸,リョウ おわる さとる
𬼺,テイ ダイ デ おとうと
𬼽,カン ガン ほす
𬼾,コウ
𬼿,キョク キ すみやか
𬽃,エイ ヨウ ながい
𬽆,カイ ガイ い
𬽇,カイ ガイ ジュウ い みちる
𬽈,チョク ジキ ただちに なおす
𬽉,キョウ コウ とおる たてまつる
𬽊,キョウ コウ うける
𬽋,ソウ
𬽌,ジョウ ショウ のる
𬽍,スイ ズイ ツイ たれる たらす
𬽕,カイ エ
𬽖,いち
𬽜,ヨウ ユ ふさぐ やわらぐ
𬽠,ヘン
𬽡,ショウ ジュウ
𬽣,ヘン ハン かた きれ
𬽦,キュウ ク あだ かたき
𬽧,キュウ
𬽩,サ たすける
𬽫,ト
𬽮,チ ハイ
𬽶,コウ
𬽷,コウ あな
𬽹,ヤク エキ つとめ
𬾊,ユ チュウ
𬾗,コウ
𬾘,ヒ とぶ
𬾚,タイ
𬾨,ヒ そなえる
𬾮,ユ チュウ
𬾹,ケン はべる
𬾻,リョウ
𬾿,キョウ ギョウ
𬿂,パ
𬿦,ケイ キョウ かたむく
𬿲,ユウ オウ やさしい すぐれる
𬿻,チュウ トウ ともがら
𭀀,ヒン みちびく
𭀉,シュク あおぐろい
𭀗,イン エン まこと
𭀘,ダ タイ エイ よろこぶ
𭀙,ダ タイ エイ よろこぶ
𭀚,ジュウ シュウ あてる
𭀜,ダ タイ エイ よろこぶ
𭀝,ガ ゲ かわら
𭀟,チョウ
𭀠,メン まぬかれる
𭀡,チョウ ジョウ きざし
𭀣,ト ツ
𭀤,なみ
𭀥,ト ツ
𭀨,コウ あかるい
𭀰,サン ザン
𭀱,サン ザン
𭁄,ゲキ ハク さからう
𭁆,イツ シチ うしなう
𭁇,ヨ アイ あたえる
𭁈,ヨ アイ あたえる
𭁉,ヨ
𭁐,ケン かねる
𭁔,カン
𭁕,ヨ あたえる
𭁠,ゼン ネン
𭁡,サイ サ ふたたび
𭁢,リョウ ふたつ
𭁣,ショウ
𭁩,コウ
𭁪,コウ
𭁫,コウ
𭁭,ヘイ
𭁯,コウ
𭁳,ホウ フウ つつむ
𭁷,メイ ベイ くらい
𭁺,カン かんむり
𭁻,フ フウ フク とみ
𭁼,シ ゼ
𭂁,シャ うつす
𭂅,ケン のり
𭂎,ヨウ ひろ
𭂑,シュク とし
𭂓,シュン ジュン あつい すなお
𭂜,シツ シ セツ うるし
𭂫,ボン すべて
𭂬,ガ ゲ かわら
𭂯,コウ キョウ
𭂾,エン
𭃄,セツ サイ きる
𭃅,ガイ かる
𭃆,ガイ かる
𭃌,カツ ケイ
𭃙,とじ
𭃚,カツ ケイ
𭃡,ショ はじめ はつ うい
𭃥,セイ
𭃨,ショ はじめ はつ うい
𭃭,セイ
𭃰,ワン えぐる
𭃱,シュ シュウ はじる
𭃲,タツ テツ
𭄏,ゲキ ケキ はげしい
𭄘,リュウ
𭄞,ブン フン ブ わける
𭄣,セイ いきおい
𭄥,ド つとめる ゆめ
𭄧,イ
𭄫,ヨウ ユウ いさましい いさむ
𭄳,チョ ジョ ショ ソ くこ あさがら
𭄴,トウ ドウ うごく
𭄹,ぼん
𭄿,カン ケン すすめる
𭅁,キ
𭅂,つとめる
𭅃,カン ケン すすめる
𭅅,カツ カイ キョウ こう むね
𭅊,トウ ドウ
𭅐,キ ギ あぶない
𭅑,カン ケン まき
𭅒,サ シ さす
𭅘,キョウ オウ ただす
𭅝,エン オン
𭅟,コウ あらい あれる あらす
𭅠,ヨシ よし
𭅡,ヒ
𭅩,ソツ シュツ シュチ スイ ルイ ひきいる
𭅯,コ ク
𭅰,コ ク
𭅲,セツ セチ わりふ
𭅳,ギョウ ゴウ イン あおぐ しるし
𭅴,ギョウ ゴウ イン あおぐ しるし
𭅵,ボウ ミョウ う
𭅺,ロウ
𭅼,キョウ コウ ゴウ さと ふるさと さきに ごう さき
𭅽,キョウ ゴウ さと
𭆃,シン ジン たつ
𭆆,チ リ おさめる
𭆇,カチ コチ ケツ クツ その それ
𭆉,チ リ おさめる
𭆏,カチ コチ ケツ クツ その それ
𭆐,カン ギン ゴン タン
𭆒,ノウ ドウ ヌ
𭆔,キ
𭆙,シュン
𭆞,サン シン まいる
𭆡,タン セン ゼン ダン ひとつ
𭆢,ケン かねる
𭆤,サン シン まいる
𭆥,ハン ホン ヘン そる かえす
𭆪,ソウ ス
𭆫,ソウ ス
𭆬,カ ケ ゲ
𭆯,ホン ハン バン そむく
𭆴,より
𭆶,ケン ケイ キョウ
𭇁,ゴ ギョ ガ ゲ われ
𭇊,ロク
𭇑,サイ
𭇗,コウ こえ
𭇢,トウ ドウ から
𭇥,ガン カン ゴン ふくむ ふくめる
𭇪,ケイ ひらく
𭈆,アイ あわれ あわれむ かなしい
𭈝,ケイ ひらく
𭈬,ソウ も うしなう
𭈹,ゴウ さけぶ
𭈼,タン セン ゼン ダン ひとつ
𭉇,タク
𭉈,シャ サ なげく
𭉘,ク キュウ オウ
𭉙,どうれ
𭉠,シユ ジュ シュウ ス ことぶき ことぶく ことほぐ ひさしい
𭉩,トウ
𭉵,セン タン ダン
𭉿,サ セ アイ エ かれる
𭊌,キョ コ
𭋆,ケイ キョウ
𭋘,ジャク ニャク よわい
𭋛,ドウ ノウ ふくろ
𭌌,ドウ ノウ ふくろ
𭌔,ゲン ゴン ガン きびしい
𭌦,シ
𭌰,ゲツ ゲチ ケツ のぜり かじる かける かむ
𭍞,モク
𭍠,ショク シキ おしむ やぶさか
𭍥,ショク シキ おしむ やぶさか
𭍦,コク くに
𭍻,ザ すわる
𭍼,ショウ ソウ さかん
𭎀,キン ひとし
𭎅,トチ
𭎎,コウ さいわい
𭎕,エン オン
𭎙,キン ゴン コン ぬる ねばつち
𭎛,ウ
𭎜,トウ とりで
𭎢,ヤ の
𭎤,エン オン カン ガン かき
𭏀,あしだ
𭏍,ジョウ ば
𭏕,トウ
𭏛,エン しお
𭏾,ビン フン
𭐀,ダン
𭐕,ホウ ビョウ ボウ ヒョウ
𭐖,シュウ ジュ ことぶき
𭐙,ジュ ことぶき
𭐝,ハツ ハチ
𭐠,まさ
𭐢,カ なつ
𭐣,カ フク
𭐥,カ なつ
𭐦,ヘン かわる
𭐫,エ アイ いつくしむ かなしい しつくしみ めでる いとしい
𭐬,ケン ケイ キョウ
𭐱,キ ギ
𭐳,シュク おじ
𭐴,タ スウ シュ ス シュウ おおい まぐさ
𭐸,ヒ とぶ とばす
𭑃,カ コ ケ ク
𭑅,イ えびす たいらげる
𭑊,カン ゲン コン まき
𭑏,カン
𭑑,ケイ ガイ なんぞ
𭑒,カン
𭑕,ケイ ケツ セツ キツ ちぎる ちぎり
𭑖,イチ
𭑘,ソウ ショウ さわやか
𭑞,ギョ すなどる
𭑟,テン デン テイ チョウ ジョウ さだめる
𭑣,フン ふるう
𭑨,アン やすい
𭑯,フ よめ
𭑵,いと とおさん
𭑾,おやま
𭑿,イ おどす
𭒔,キ たわむれる
𭒗,キ
𭒞,カン ゲン
𭒡,ケン ゲン きらう いや
𭒭,リ レイ ライ
𭒼,ミ
𭒽,ソ
𭓂,ソン まご
𭓇,ガク まなぶ
𭓔,シュク ジュク いずれ たれ
𭓕,カク ガク まなび まなぶ
𭓗,ガク カク コウ キョウ まなぶ
𭓘,ガク まなぶ
𭓩,カイ ガイ エン オン ウツ い あて
𭓯,ガイ カイ カツ ガチ そこなう
𭓳,シン
𭓻,ビツ ミチ
𭓽,ささ
𭓾,コウ ク
𭓿,メイ ミョウ ベイ ベキ ベン メン ミャク くらい
𭔀,ミツ ビツ ミチ しげし ひそか
𭔃,キ よる よせる
𭔄,ネイ デイ ニョウ やすい
𭔅,ヘクタール
𭔌,ボウ ビン ミン ベン メン ミョウ
𭔖,センチアール
𭔟,ホウ たから
𭔬,ショウ ソウ ひきいる
𭔱,ジョク ニク はずかしめる
𭔲,いみき
𭔵,フウ ホウ フ さかい とじる
𭔶,シュウ
𭔸,タイ ツイ むかう
𭔹,タイ ツイ むかう
𭔾,タイ ツイ むかう
𭔿,ソン とうとぶ
𭕇,テン かたじけない
𭕉,ヨウ
𭕋,レイ ライ リ くろい
𭕍,アン
𭕐,シュウ ジュ つく つける
𭕒,シュウ ジュ つく つける
𭕘,ビ ミ まゆ
𭕙,ヘイ ビョウ しりぞく おおう びょうぶ
𭕝,セイ サイ さい
𭕥,カ リ いえ
𭕭,ゾク ソク ショク シュ ス やから
𭕾,チュン トン ドン たむろ たむろする
𭕿,チュン トン ドン たむろ たむろする
𭖀,イ もって
𭖃,デ
𭖄,あくつ
𭖌,ソ ショ
𭖒,ホウ
𭖱,キョ コ
𭗃,トウ しま
𭗇,トウ しま
𭗒,ビ ミ かすか
𭗓,チ チョウ セイ ショウ しるし
𭗕,ガン ゲン ゴン いわ いわお がけ きし
𭗞,やまち
𭗪,ギ キ ガイ たかい
𭗭,ガン ゲン ゴン いわお けわしい
𭗻,ケイ キョウ
𭗼,ドウ ノウ
𭗾,ドウ ノウ
𭗿,レツ レチ ギツ ゴチ
𭘀,シュウ ス す
𭘆,フ ブ ム かんなぎ みこ
𭘉,やまがつ
𭘊,キ ギ あぶない あやうい あやぶむ
𭘍,イ キ ひろい
𭘒,とし
𭘚,よし
𭘞,つむ
𭘣,イ カイ エ なめしがわ
𭘧,タイ おびる おび
𭘩,チョウ ヨウ のぶ
𭘴,ずきん
𭘾,ネン とし
𭙌,キ ケ ゲ いく ちかい ほとんど
𭙒,のぶ
𭙗,テイ タイ そこ
𭙧,ショ ところ
𭙯,ひろ
𭙶,ヨウ オウ
𭙺,セキ ジャク せき むしろ
𭙻,きれ
𭚃,セイ サイ ザイ シ セン そろう
𭚑,たか
𭚒,エン のびる
𭚓,エン のびる
𭚘,ケイ カイ ケツ セツ キツ ちぎる ちぎり
𭚟,ニ ふた
𭚡,ショク トク チョク シキ チキ のっとる のり
𭚥,キュウ ク ゆみ
𭚨,イ えびす たいらげる
𭚴,コウ
𭚵,たえ
𭚶,ビ ミ あまねし いよいよ とおい ひさしい やや わたる
𭚸,キョウ ゴウ コウ つよい つよまる つよめる しいる こわい
𭚹,キョウ ゴウ コウ つよい つよまる つよめる しいる こわい
𭚼,キョウ ゴウ コウ つよい つよまる つよめる しいる こわい
𭛁,ハツ ホチ ホツ はなつ
𭛅,ビ ひさしい
𭛍,ウ
𭛝,エイ まもる まもり
𭛠,ヤク エキ つとめ
𭛧,ライ
𭛩,ケイ キョウ こみち
𭜈,テツ とおる
𭜍,ソウ ス
𭜎,ボウ モウ わすれる
𭜐,ゴ
𭜑,キョウ
𭜡,コウ うらむ いさましい あらい
𭜣,キュウ いそぐ
𭜤,キュウ いそぐ
𭜥,エン オン ウン うらむ うらみ
𭜦,キョウ ク おそれる おそろしい おそらくは おそれ
𭜧,シツ シチ ことごとく つくす
𭜮,キョウ タイ うやうやしい
𭜳,イン オン
𭜴,キョウ かなう
𭜵,イン オン
𭜶,キチ キツ
𭝝,シ
𭝠,シツ シチ うるし
𭝡,コウ
𭝢,ヒ
𭞁,ショウ シュ おどろく すすめる
𭞅,ゾウ ソウ たしか たしかに
𭞋,にくむ
𭞌,ケン コン のり
𭞏,タイ
𭞐,リョ ロ ロク おもんぱかる
𭞘,エン やすい
𭞞,カン よろこぶ
𭞥,キョ ゴ
𭞵,ソン
𭞹,カン よろこぶ
𭟄,レン こい こいしい こう
𭟝,すずろに
𭟞,ヨク オク イキ おぼえる おもう
𭟯,サン ザン セン シン ヘン
𭟱,モ しげる
𭟲,セン
𭟶,シュウ おさめる
𭟼,ギ キ サ ゲ たわむれる
𭟾,ギ キ サ ゲ たわむれる
𭠂,キョク ゴク つぼね
𭠅,レイ ライ リ レツ レチ もどる
𭠉,コウ
𭠍,サイ ザイ わずかに はたらき
𭠘,トウ ズ なげる
𭠠,ヘ ハイ おがむ
𭠡,ショウ キョウ ジョウ ギョウ まねき まねく
𭡈,ショウ かつ
𭡠,ダツ ナチ ナツ おす
𭡸,ショウ ソウ かつ はやい
𭢅,キョ コ ヨ あがる あげる
𭢆,リョ ロ たび
𭢧,トウ
𭢫,ラク リャク レキ くすぐる うつ はらう
𭢯,ニョウ ドウ ショウ ジョウ おす とどめる ぬすむ ふるう はらう さからう ゆずる みだれる
𭣄,ラン つまむ とる すべる
𭣔,シ キ ギ ボク ホク ハク ささえる うつ
𭣚,サン ちる ちらす ちらかす ちらかる
𭣢,ユウ ユ ところ
𭣣,シュウ おさめる
𭣩,セツ セチ つたない
𭣬,シュク ソク おじ
𭣯,サク シャク ふだ
𭣰,サツ セチ サイ セイ シ サチ セツ ころす
𭣱,サツ セチ サイ セイ シ サチ セツ ころす
𭣴,チョク チキ いましめる みことのり
𭣵,ハツ ホチ ホツ はなつ
𭣸,タン トン タイ チョウ あつい
𭣹,サン ちる
𭣺,ハツ ホチ ホツ はなつ
𭣻,ヒ あや
𭣾,タン トン タイ チョウ あつい
𭤀,カイ カツ ケチ ぬぐう
𭤁,ヤク キョウ ケキ キャク
𭤂,ヤク キョウ ケキ キャク
𭤃,カ うたう うた
𭤊,ぶんしょう
𭤋,スウ ス かず かぞえる
𭤏,ゲン ゴン ガン きびしい
𭤓,レイ ライ リ
𭤖,まさ
𭤗,まさ
𭤘,サイ セイ さとし
𭤙,ビン ミン フン
𭤛,ヘン ブン
𭤟,セキ タク ヘン しりぞける かた
𭤠,キン
𭤥,テイ チョウ かなえ
𭤧,ホウ かた ならべる
𭤩,コウ グ ひろい ひろめる
𭤪,はかた
𭤮,シ イ ほどこす しく
𭤽,キョウ ゴウ コウ つよい つよまる つよめる しいる
𭥆,セン はた
𭥍,シ うまい むね
𭥎,シ うまい むね
𭥗,ボウ モウ ボク モク バイ おおう おかす
𭥜,ショ チュウ あらわす かきもの かく しるす ふみ
𭥟,イン たね つぐ
𭥦,コウ あがる
𭥧,ショウ のぼる
𭥫,イ ボウ ボク おかす
𭥬,カン みる
𭥭,カツ アツ アチ なに なんぞ
𭥸,ショウ のぼる
𭦀,キョウ
𭦃,セキ シャク せ
𭦌,ソウ かつて すなわち
𭦑,きよい しろい
𭦗,バン マン
𭦙,シン すすむ
𭦚,コウ
𭦩,キョウ ギョウ さとる
𭧂,ホウ ハク ボウ ホク あばく あばれる にわか
𭧑,ケツ ケチ
𭧟,エイ ヨウ かげ
𭧳,セツ
𭧽,ドウ ノウ ひさしい さき さきに
𭨗,けいず
𭨘,エイ ひく
𭨰,また
𭨽,さやか
𭩟,シン もり
𭩠,ヨウ
𭩡,コウ
𭩥,タ あずち
𭩱,ボウ バイ モ それがし
𭩲,ジュウ ニュウ ショ やわらか やわらかい
𭩳,づさ
𭪀,シツ ソウ うるし
𭪁,レイ ライ
𭪕,ゲチ ケツ
𭪖,ゲチ ケツ
𭪗,ジュウ ニュウ ショ やわらか やわらかい やわら やわらげる
𭪙,ギュウ ゴウ ギョウ わざ すでに
𭪛,ケイ ケチ ケツ
𭪮,ワン はち わん
𭪴,ゲチ ケツ
𭪵,こて
𭫈,シツ シチ うるし
𭫎,はえ
𭫒,ゲチ ケツ
𭫕,テン ヂン デン まき こずえ
𭫘,ソウ なつめ
𭫚,ドウ
𭫜,キツ たちばな
𭫝,ソウ なつめ
𭫞,き
𭫟,かしのき
𭫬,ハン ボン ヘン まがき
𭫳,ゆずりは
𭫸,キョク ゴク
𭫺,あいおい
𭫿,カ
𭬐,かい
𭬑,ハン よじる
𭬒,レキ かいばおけ くぬぎ
𭬜,ししのくし
𭬨,かじのき
𭬯,クン
𭬳,ケン ゴン カン おもり
𭬺,すごもり
𭭃,しじくへ
𭭊,イ
𭭋,ケツ カチ
𭭎,カン まこと よろこぶ
𭭏,うえる
𭭓,サ セ アイ エ かれる
𭭔,キョ コ すすりなく
𭭕,カン よろこぶ
𭭩,シュウ ソウ しぶい
𭭽,エン オン
𭭾,シ しぬ
𭮀,シ しぬ
𭮁,エン オン
𭮅,ラン コン ラ たまご
𭮈,ボツ モチ しぬ
𭮑,ソン まご
𭮖,ヒ とぶ とばす
𭮣,カン
𭮫,ダン
𭮭,タン ダン カ ケ
𭮰,カク コク から
𭮱,イン アン オン エン さかん
𭮳,キ こぼつ そしる やぶる
𭮵,キ こぼつ そしる やせる やぶる
𭮶,ケイ コウ セイ キョウ
𭮺,テン デン との どの
𭮻,ケキ ケイ ゲキ
